,date,City,fips,cases,deaths,Latitude,Longitude
289,2020-03-06,Nebraska,31,14,0,41.5008195,-99.680902
290,2020-03-06,Nevada,32,2,0,38.502032,-117.0230604
291,2020-03-06,New Hampshire,33,2,0,44.00123060000001,-71.57992309999999
292,2020-03-06,New Jersey,34,4,0,40.1430058,-74.7311156
293,2020-03-06,New York,36,44,0,40.7056258,-73.97968
294,2020-03-06,North Carolina,37,2,0,35.2145629,-79.8912675
295,2020-03-06,Oklahoma,40,1,0,35.309765399999996,-98.71655849999999
296,2020-03-06,Oregon,41,2,0,44.1419049,-120.5380993
297,2020-03-06,Pennsylvania,42,2,0,40.99459279999999,-77.6046984
298,2020-03-06,Rhode Island,44,3,0,41.5827282,-71.5064508
299,2020-03-06,South Carolina,45,2,0,33.62505,-80.9470381
300,2020-03-06,Tennessee,47,1,0,35.830521000000005,-85.97859890000001
301,2020-03-06,Texas,48,19,0,31.1693363,-100.0768425
302,2020-03-06,Utah,49,3,0,39.4997605,-111.547028
303,2020-03-06,Wisconsin,55,1,0,44.7862968,-89.82670490000001
304,2020-03-07,Arizona,4,5,0,34.1682185,-111.930907
305,2020-03-07,California,6,100,1,37.2718745,-119.2704153
306,2020-03-07,Colorado,8,8,0,38.9979339,-105.55056699999999
307,2020-03-07,District of Columbia,11,1,0,38.899348700000004,-77.0145666
308,2020-03-07,Florida,12,12,2,27.9757279,-83.8330166
309,2020-03-07,Georgia,13,7,0,32.6781248,-83.22297569999999
310,2020-03-07,Hawaii,15,1,0,20.46,-157.505
311,2020-03-07,Illinois,17,6,0,39.739318,-89.504139
312,2020-03-07,Indiana,18,1,0,39.7662195,-86.441277
313,2020-03-07,Kansas,20,1,0,38.4987789,-98.32007790000002
314,2020-03-07,Kentucky,21,1,0,37.8222935,-85.76823990000001
315,2020-03-07,Maryland,24,3,0,38.806352399999994,-77.2684162
316,2020-03-07,Massachusetts,25,13,0,42.062939799999995,-71.718067
317,2020-03-07,Minnesota,27,1,0,46.4418595,-93.3655146
318,2020-03-07,Missouri,29,1,0,38.3046615,-92.437099
319,2020-03-07,Nebraska,31,14,0,41.5008195,-99.680902
320,2020-03-07,Nevada,32,2,0,38.502032,-117.0230604
321,2020-03-07,New Hampshire,33,4,0,44.00123060000001,-71.57992309999999
322,2020-03-07,New Jersey,34,4,0,40.1430058,-74.7311156
323,2020-03-07,New York,36,89,0,40.7056258,-73.97968
324,2020-03-07,North Carolina,37,2,0,35.2145629,-79.8912675
325,2020-03-07,Oklahoma,40,1,0,35.309765399999996,-98.71655849999999
326,2020-03-07,Oregon,41,6,0,44.1419049,-120.5380993
327,2020-03-07,Pennsylvania,42,4,0,40.99459279999999,-77.6046984
328,2020-03-07,Rhode Island,44,3,0,41.5827282,-71.5064508
329,2020-03-07,South Carolina,45,2,0,33.62505,-80.9470381
330,2020-03-07,Tennessee,47,1,0,35.830521000000005,-85.97859890000001
331,2020-03-07,Texas,48,19,0,31.1693363,-100.0768425
332,2020-03-07,Utah,49,3,0,39.4997605,-111.547028
333,2020-03-07,Vermont,50,1,0,43.8717545,-72.4477828
334,2020-03-07,Virginia,51,1,0,38.0033855,-79.4587861
335,2020-03-07,Wisconsin,55,1,0,44.7862968,-89.82670490000001
336,2020-03-08,Arizona,4,5,0,34.1682185,-111.930907
337,2020-03-08,California,6,112,1,37.2718745,-119.2704153
338,2020-03-08,Colorado,8,8,0,38.9979339,-105.55056699999999
339,2020-03-08,Connecticut,9,1,0,41.518783500000005,-72.75750699999999
340,2020-03-08,District of Columbia,11,1,0,38.899348700000004,-77.0145666
341,2020-03-08,Florida,12,13,2,27.9757279,-83.8330166
342,2020-03-08,Georgia,13,11,0,32.6781248,-83.22297569999999
343,2020-03-08,Hawaii,15,2,0,20.46,-157.505
344,2020-03-08,Illinois,17,7,0,39.739318,-89.504139
345,2020-03-08,Indiana,18,2,0,39.7662195,-86.441277
346,2020-03-08,Iowa,19,3,0,41.9383166,-93.389798
347,2020-03-08,Kansas,20,1,0,38.4987789,-98.32007790000002
348,2020-03-08,Kentucky,21,4,0,37.8222935,-85.76823990000001
349,2020-03-08,Maryland,24,5,0,38.806352399999994,-77.2684162
350,2020-03-08,Massachusetts,25,28,0,42.062939799999995,-71.718067
351,2020-03-08,Minnesota,27,2,0,46.4418595,-93.3655146
352,2020-03-08,Missouri,29,1,0,38.3046615,-92.437099
353,2020-03-08,Nebraska,31,16,0,41.5008195,-99.680902
354,2020-03-08,Nevada,32,4,0,38.502032,-117.0230604
355,2020-03-08,New Hampshire,33,4,0,44.00123060000001,-71.57992309999999
356,2020-03-08,New Jersey,34,6,0,40.1430058,-74.7311156
357,2020-03-08,New York,36,106,0,40.7056258,-73.97968
358,2020-03-08,North Carolina,37,2,0,35.2145629,-79.8912675
359,2020-03-08,Oklahoma,40,1,0,35.309765399999996,-98.71655849999999
360,2020-03-08,Oregon,41,13,0,44.1419049,-120.5380993
361,2020-03-08,Pennsylvania,42,6,0,40.99459279999999,-77.6046984
362,2020-03-08,Rhode Island,44,3,0,41.5827282,-71.5064508
363,2020-03-08,South Carolina,45,6,0,33.62505,-80.9470381
364,2020-03-08,Tennessee,47,3,0,35.830521000000005,-85.97859890000001
365,2020-03-08,Texas,48,23,0,31.1693363,-100.0768425
366,2020-03-08,Utah,49,3,0,39.4997605,-111.547028
367,2020-03-08,Vermont,50,1,0,43.8717545,-72.4477828
368,2020-03-08,Virginia,51,2,0,38.0033855,-79.4587861
369,2020-03-08,Wisconsin,55,1,0,44.7862968,-89.82670490000001
370,2020-03-09,Arizona,4,6,0,34.1682185,-111.930907
371,2020-03-09,California,6,172,2,37.2718745,-119.2704153
372,2020-03-09,Colorado,8,12,0,38.9979339,-105.55056699999999
373,2020-03-09,Connecticut,9,2,0,41.518783500000005,-72.75750699999999
374,2020-03-09,District of Columbia,11,4,0,38.899348700000004,-77.0145666
375,2020-03-09,Florida,12,14,2,27.9757279,-83.8330166
376,2020-03-09,Georgia,13,17,0,32.6781248,-83.22297569999999
377,2020-03-09,Hawaii,15,2,0,20.46,-157.505
378,2020-03-09,Illinois,17,11,0,39.739318,-89.504139
379,2020-03-09,Indiana,18,4,0,39.7662195,-86.441277
380,2020-03-09,Iowa,19,8,0,41.9383166,-93.389798
381,2020-03-09,Kansas,20,1,0,38.4987789,-98.32007790000002
382,2020-03-09,Kentucky,21,5,0,37.8222935,-85.76823990000001
383,2020-03-09,Louisiana,22,1,0,30.9733766,-91.42990970000001
384,2020-03-09,Maryland,24,6,0,38.806352399999994,-77.2684162
385,2020-03-09,Massachusetts,25,41,0,42.062939799999995,-71.718067
386,2020-03-09,Minnesota,27,2,0,46.4418595,-93.3655146
387,2020-03-09,Missouri,29,1,0,38.3046615,-92.437099
388,2020-03-09,Nebraska,31,16,0,41.5008195,-99.680902
389,2020-03-09,Nevada,32,4,0,38.502032,-117.0230604
390,2020-03-09,New Hampshire,33,4,0,44.00123060000001,-71.57992309999999
391,2020-03-09,New Jersey,34,11,0,40.1430058,-74.7311156
392,2020-03-09,New York,36,142,0,40.7056258,-73.97968
393,2020-03-09,North Carolina,37,7,0,35.2145629,-79.8912675
394,2020-03-09,Ohio,39,3,0,40.1903624,-82.6692525
395,2020-03-09,Oklahoma,40,1,0,35.309765399999996,-98.71655849999999
396,2020-03-09,Oregon,41,13,0,44.1419049,-120.5380993
397,2020-03-09,Pennsylvania,42,10,0,40.99459279999999,-77.6046984
398,2020-03-09,Rhode Island,44,3,0,41.5827282,-71.5064508
399,2020-03-09,South Carolina,45,7,0,33.62505,-80.9470381
400,2020-03-09,Tennessee,47,4,0,35.830521000000005,-85.97859890000001
401,2020-03-09,Texas,48,24,0,31.1693363,-100.0768425
402,2020-03-09,Utah,49,3,0,39.4997605,-111.547028
403,2020-03-09,Vermont,50,1,0,43.8717545,-72.4477828
404,2020-03-09,Virginia,51,5,0,38.0033855,-79.4587861
405,2020-03-09,Wisconsin,55,2,0,44.7862968,-89.82670490000001
406,2020-03-10,Arizona,4,6,0,34.1682185,-111.930907
407,2020-03-10,California,6,179,3,37.2718745,-119.2704153
408,2020-03-10,Colorado,8,17,0,38.9979339,-105.55056699999999
409,2020-03-10,Connecticut,9,2,0,41.518783500000005,-72.75750699999999
410,2020-03-10,District of Columbia,11,4,0,38.899348700000004,-77.0145666
411,2020-03-10,Florida,12,23,2,27.9757279,-83.8330166
412,2020-03-10,Georgia,13,22,0,32.6781248,-83.22297569999999
413,2020-03-10,Hawaii,15,2,0,20.46,-157.505
414,2020-03-10,Illinois,17,19,0,39.739318,-89.504139
415,2020-03-10,Indiana,18,6,0,39.7662195,-86.441277
